bowl_name,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,robot_world_x,robot_world_y,robot_world_z,robot_quat_x,robot_quat_y,robot_quat_z,robot_quat_w,robot_roll_rad,robot_pitch_rad,robot_yaw_rad,robot_to_object_yaw_rad,object_yaw_relative_to_robot_rad,object_yaw_relative_to_approach_rad,cut_normal_relative_to_robot_rad,cut_normal_relative_to_approach_rad,cut_normal_approach_abs_angle_rad,cut_normal_approach_parallel_score,cut_normal_approach_perpendicular_score,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,motion_approach_completed,motion_waypoint_count,motion_stopped_waypoint_index,motion_stopped_waypoint_fraction,motion_stopped_waypoint_x,motion_stopped_waypoint_y,motion_stopped_waypoint_z,motion_stopped_distance_m,motion_progress_note,execution_time_s,failure_count,failure_reasons
bowl_0011,pour,7fb07473-6b99-482c-8c0d-44473b45e805,bowl_0011,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,tiago,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,4.893958,3.681374,0.772643,map,0.0,0.0,0.0,0.0,,,,4.893958,3.681374,0.772643,0.0,0.0,0.393011,0.919534,0.0,-0.0,0.807808,,,,,,,,,,,,,,3.973002,3.77424,0.0985,0.0,0.0,0.040552,0.999177,0.0,-0.0,0.081127,,,,,,,,,simple_pour,,,0,True,2.0,0.0,0.0,4.747447927973702,3.5281455475153027,0.902643,1.0694510154672825,completed,27.7782,0,
bowl_0012,pour,7fb07473-6b99-482c-8c0d-44473b45e805,bowl_0012,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,tiago,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,5.149395,3.940445,0.772643,map,0.0,0.0,0.0,0.0,,,,5.149395,3.940445,0.772643,0.0,0.0,0.970052,0.242898,0.0,-0.0,2.650887,,,,,,,,,,,,,,5.951467,3.8838,0.0985,0.0,0.0,0.994977,0.100104,0.0,-0.0,2.941049,,,,,,,,,simple_pour,,,0,False,2.0,0.0,0.0,5.249299375301401,4.127429132883352,0.902643,1.0338148383129353,accepted_stagnant_after_raycast,37.9946,0,
bowl_0013,pour,7fb07473-6b99-482c-8c0d-44473b45e805,bowl_0013,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,tiago,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,4.942978,4.289484,0.772643,map,0.0,0.0,0.0,0.0,,,,4.942978,4.289484,0.772643,0.0,0.0,-0.008474,0.999964,0.0,-0.0,-0.016948,,,,,,,,,,,,,,4.14099,4.294033,0.0985,0.0,0.0,0.105733,0.994395,0.0,-0.0,0.211861,,,,,,,,,simple_pour,,,0,False,2.0,0.0,0.0,4.939385183731565,4.077514339715337,0.902643,1.2020533573205214,accepted_stagnant_after_raycast,41.4552,0,
bowl_0014,pour,7fb07473-6b99-482c-8c0d-44473b45e805,bowl_0014,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,tiago,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,5.19939,4.411731,0.772643,map,0.0,0.0,0.0,0.0,,,,5.19939,4.411731,0.772643,0.0,0.0,0.945233,0.326396,0.0,-0.0,2.476616,,,,,,,,,,,,,,6.06663,4.367297,0.0985,0.0,0.0,0.997982,-0.063503,0.0,-0.0,-3.014502,,,,,,,,,simple_pour,,,0,True,2.0,0.0,0.0,5.330202948461799,4.578560917566626,0.902643,1.0140901509438525,completed,32.1,0,
bowl_0015,pour,7fb07473-6b99-482c-8c0d-44473b45e805,bowl_0015,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,tiago,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,5.152893,3.650518,0.772643,map,0.0,0.0,0.0,0.0,,,,5.152893,3.650518,0.772643,0.0,0.0,-0.197763,0.98025,0.0,-0.0,-0.398151,,,,,,,,,,,,,,5.939893,3.636382,0.0985,0.0,0.0,0.999277,0.03801,0.0,-0.0,3.065555,,,,,,,,,simple_pour,,,0,True,2.0,0.0,0.0,5.23508838081867,3.8459351066826217,0.902643,1.0457921596356683,completed,33.5791,0,
bowl_0016,pour,7fb07473-6b99-482c-8c0d-44473b45e805,bowl_0016,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,tiago,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,4.810882,3.93403,0.772643,map,0.0,0.0,0.0,0.0,,,,4.810882,3.93403,0.772643,0.0,0.0,-0.845883,0.533369,0.0,-0.0,-2.016437,,,,,,,,,,,,,,4.01998,3.980213,0.0985,0.0,0.0,-0.091268,0.995826,0.0,-0.0,-0.182791,,,,,,,,,simple_pour,,,0,False,2.0,0.0,0.0,4.719502814445847,3.74273542600689,0.902643,1.0104683076279664,accepted_stagnant_after_raycast,39.7143,0,
bowl_0017,pour,7fb07473-6b99-482c-8c0d-44473b45e805,bowl_0017,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,tiago,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,4.866322,3.431755,0.772643,map,0.0,0.0,0.0,0.0,,,,4.866322,3.431755,0.772643,0.0,0.0,0.999975,-0.007096,0.0,-0.0,-3.127401,,,,,,,,,,,,,,4.877347,2.691547,0.0985,0.0,0.0,0.771403,0.636347,0.0,-0.0,1.762085,,,,,,,,,simple_pour,,,0,True,2.0,0.0,0.0,5.078300607371063,3.434763950144536,0.902643,1.111257828576372,completed,35.8472,0,
bowl_0001,pour,4fd4a0b8-295a-448b-915b-1d30d1dac99f,bowl_0001,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,2.91442,3.758155,0.996814,map,0.0,0.0,0.0,0.0,,,,2.91442,3.758155,0.996814,0.0,0.0,0.781124,0.624376,0.0,-0.0,1.792927,,,,,,,,,,,,,,3.912283,3.295896,0.1616,0.0,0.0,-0.814434,0.580256,0.0,-0.0,-1.903506,,,,,,,,,simple_pour,,,0,True,2.0,0.0,0.0,2.867714838608957,3.964946620820304,1.126814,1.1641482106041172,completed,10.0963,0,
bowl_0002,pour,4fd4a0b8-295a-448b-915b-1d30d1dac99f,bowl_0002,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,2.912442,2.814842,0.996814,map,0.0,0.0,0.0,0.0,,,,2.912442,2.814842,0.996814,0.0,0.0,0.731527,0.681813,0.0,-0.0,1.641116,,,,,,,,,,,,,,3.90994,2.284023,0.1616,0.0,0.0,-0.818243,0.574872,0.0,-0.0,-1.916696,,,,,,,,,simple_pour,,,0,True,2.0,0.0,0.0,2.8975466783252526,3.0263185251382057,1.126814,1.1593481296377477,completed,15.9791,0,
bowl_0003,pour,4fd4a0b8-295a-448b-915b-1d30d1dac99f,bowl_0003,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,2.743024,2.442402,0.996814,map,0.0,0.0,0.0,0.0,,,,2.743024,2.442402,0.996814,0.0,0.0,0.921337,-0.388765,0.0,-0.0,-2.343011,,,,,,,,,,,,,,3.981786,2.737931,0.1616,0.0,0.0,-0.855089,0.518481,0.0,-0.0,-2.051446,,,,,,,,,simple_pour,,,0,False,2.0,0.0,0.0,2.591154542096698,2.5903194183330944,1.126814,0.9990639856473746,accepted_wiggle_after_raycast,33.6522,0,
bowl_0004,pour,4fd4a0b8-295a-448b-915b-1d30d1dac99f,bowl_0004,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,2.7523,1.879864,0.996814,map,0.0,0.0,0.0,0.0,,,,2.7523,1.879864,0.996814,0.0,0.0,0.436627,0.899643,0.0,-0.0,0.903692,,,,,,,,,,,,,,3.931673,2.50331,0.1616,0.0,0.0,-0.8018,0.597593,0.0,-0.0,-1.860602,,,,,,,,,simple_pour,,,0,True,2.0,0.0,0.0,2.58574922520582,2.0110316295102466,1.126814,1.048518187471974,completed,39.5009,0,
bowl_0005,pour,4fd4a0b8-295a-448b-915b-1d30d1dac99f,bowl_0005,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,2.750103,4.031462,0.996814,map,0.0,0.0,0.0,0.0,,,,2.750103,4.031462,0.996814,0.0,0.0,-0.309452,0.950915,0.0,-0.0,-0.629234,,,,,,,,,,,,,,3.634977,4.374544,0.1616,0.0,0.0,-0.740492,0.672065,0.0,-0.0,-1.667605,,,,,,,,,simple_pour,,,0,True,2.0,0.0,0.0,2.57870538868156,4.156229782401807,1.126814,1.0254371538324394,completed,37.3178,0,
bowl_0006,pour,4fd4a0b8-295a-448b-915b-1d30d1dac99f,bowl_0006,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,2.587137,3.676467,0.996814,map,0.0,0.0,0.0,0.0,,,,2.587137,3.676467,0.996814,0.0,0.0,-0.853437,0.521196,0.0,-0.0,-2.045089,,,,,,,,,,,,,,1.722415,2.256515,0.1616,0.0,0.0,0.705162,0.709046,0.0,-0.0,1.565303,,,,,,,,,simple_pour,,,0,False,2.0,0.0,0.0,2.775735542369574,3.5796445043072325,1.126814,1.1761593280158449,accepted_wiggle_after_raycast,55.7005,0,
bowl_0007,pour,4fd4a0b8-295a-448b-915b-1d30d1dac99f,bowl_0007,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,2.753157,3.123321,0.996814,map,0.0,0.0,0.0,0.0,,,,2.753157,3.123321,0.996814,0.0,0.0,0.994921,-0.100663,0.0,-0.0,-2.939925,,,,,,,,,,,,,,4.054163,3.181231,0.1616,0.0,0.0,-0.711655,0.702529,0.0,-0.0,-1.583702,,,,,,,,,simple_pour,,,0,True,2.0,0.0,0.0,2.7106930483946385,3.331024140866404,1.126814,1.2126440868618056,completed,34.7242,0,
bowl_0008,pour,4fd4a0b8-295a-448b-915b-1d30d1dac99f,bowl_0008,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.585071,2.790513,0.996814,map,0.0,0.0,0.0,0.0,,,,2.585071,2.790513,0.996814,0.0,0.0,0.049534,0.998772,0.0,-0.0,0.099109,,,,,,,,,,,,,,1.153051,2.712561,0.1616,0.0,0.0,0.699644,0.714492,0.0,-0.0,1.549798,,,,,,,,,simple_pour,,,0,True,2.0,0.0,0.0,2.606047959946195,2.579553198511668,1.126814,1.2259840829655109,completed,46.4866,0,
bowl_0009,pour,4fd4a0b8-295a-448b-915b-1d30d1dac99f,bowl_0009,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,2.588478,1.490513,0.996814,map,0.0,0.0,0.0,0.0,,,,2.588478,1.490513,0.996814,0.0,0.0,0.921617,0.388101,0.0,-0.0,2.344453,,,,,,,,,,,,,,1.684934,0.291691,0.1616,0.0,0.0,0.7706,0.637319,0.0,-0.0,1.759564,,,,,,,,,simple_pour,,,0,True,2.0,0.0,0.0,2.7366142668659523,1.338856745117778,1.126814,1.3545471585019615,completed,65.964,0,
bowl_0010,pour,4fd4a0b8-295a-448b-915b-1d30d1dac99f,bowl_0010,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,0.309509,3.252413,0.9705,map,0.0,0.0,0.0,0.0,,,,0.309509,3.252413,0.9705,0.0,0.0,-0.364632,0.931152,0.0,-0.0,-0.746474,,,,,,,,,,,,,,1.344167,4.308093,0.1616,0.0,0.0,-0.597036,0.802215,0.0,-0.0,-1.279602,,,,,,,,,simple_pour,,,0,False,2.0,0.0,0.0,0.1538819592560568,3.396372359017532,1.10050006,1.470257885876774,accepted_wiggle_after_raycast,76.3617,0,
bowl_0011,pour,4fd4a0b8-295a-448b-915b-1d30d1dac99f,bowl_0011,910001,apartment,full_system,simple_pouring_action,False,,,,,,,none,True,True,ok,pour,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,jeroen_cup_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,4.893958,3.681374,0.772643,map,0.0,0.0,0.0,0.0,,,,4.893958,3.681374,0.772643,0.0,0.0,0.393011,0.919534,0.0,-0.0,0.807808,,,,,,,,,,,,,,3.571663,3.867446,0.1616,0.0,0.0,0.656581,0.754256,0.0,-0.0,1.432553,,,,,,,,,simple_pour,,,0,False,2.0,0.0,0.0,5.047185919597518,3.534863750730598,0.902643,1.531537096409606,accepted_wiggle_after_raycast,41.5434,0,
