bread_name,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,robot_world_x,robot_world_y,robot_world_z,robot_yaw_rad,robot_to_object_yaw_rad,object_yaw_relative_to_robot_rad,object_yaw_relative_to_approach_rad,cut_normal_relative_to_robot_rad,cut_normal_relative_to_approach_rad,cut_normal_approach_abs_angle_rad,cut_normal_approach_parallel_score,cut_normal_approach_perpendicular_score,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,motion_approach_completed,motion_waypoint_count,motion_stopped_waypoint_index,motion_stopped_waypoint_fraction,motion_stopped_waypoint_x,motion_stopped_waypoint_y,motion_stopped_waypoint_z,motion_stopped_distance_m,motion_progress_note,execution_time_s,failure_count,failure_reasons,robot_name_normalized,environment_name_normalized,task_name_normalized,causal_experiment_id,intervention_family,treatment_variable,treatment_value,causal_instance_id,do_variable,do_value,is_interventional,final_success_numeric,complete_intervention_block
bread_0013,bread_cutting,c2cc2339-2a46-4904-ab98-eef45a61c3de,bread_0013,910003,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,unitree_g1,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,-1.008493,2.559766,0.882,map,0.0,0.0,0.0,0.0,,,,-1.008493,2.559766,0.882,0.0,0.0,0.950078,0.312012,0.0,-0.0,2.506974,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.805298,0.592871,0.0,2.506974,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,89.0,0.1526586620926243,-0.94734917438631,2.468906876474376,0.8607911208521329,0.4030110535532929,completed,15.7915,0,,unitree_g1,kitchen,cut,robot_substitution:cut:kitchen:910003,robot_substitution,robot_name,unitree_g1,cut:kitchen:910003:bread_0013,robot_name,unitree_g1,True,1,False
bread_0014,bread_cutting,c2cc2339-2a46-4904-ab98-eef45a61c3de,bread_0014,910003,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,unitree_g1,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.153728,-0.05902,-0.03512,0.160858,0.057498,0.042917,0.314585,0.116518,0.078038,0.00286045,-1.100843,0.780696,0.882,map,0.0,0.0,0.0,0.0,,,,-1.100843,0.780696,0.882,0.0,0.0,-0.048176,0.998839,0.0,-0.0,-0.096389,-0.128728,-0.000761,-0.031218,0.07947,0.5,0.05,1.0,0.0,0.0,0.995358,-0.09624,0.0,-0.096389,,,,,,,,,,,,,saw,0.03,4,13,True,701.0,662.0,0.9457142857142856,-0.9703327887443184,0.7188379343856156,0.8507819009795785,0.399059730732008,completed,16.5376,0,,unitree_g1,kitchen,cut,robot_substitution:cut:kitchen:910003,robot_substitution,robot_name,unitree_g1,cut:kitchen:910003:bread_0014,robot_name,unitree_g1,True,1,False
bread_0015,bread_cutting,c2cc2339-2a46-4904-ab98-eef45a61c3de,bread_0015,910003,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,retry_after_rotation,rotated_90,False,,False,False,False,True,unitree_g1,success,RIGHT,knife_right,rotated_90,3,2,2,True,True,True,rotate_z_90deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,-0.905635,1.753177,0.882,map,0.0,0.0,0.0,0.0,,,,-0.905635,1.753177,0.882,0.0,0.0,0.162951,0.986634,0.0,-0.0,0.327362,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.946894,0.321546,0.0,0.327362,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,496.0,0.8507718696397941,-0.7897196777864355,1.7509656037192989,0.8851908040807805,0.2747532841330687,completed,46.7337,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 475 ticks in CuttingAction (status=wiggle, max link displacement 0.00521m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 575 ticks in CuttingAction (status=wiggle, max link displacement 0.01431m over 25 ticks).",unitree_g1,kitchen,cut,robot_substitution:cut:kitchen:910003,robot_substitution,robot_name,unitree_g1,cut:kitchen:910003:bread_0015,robot_name,unitree_g1,True,1,False
bread_0016,bread_cutting,c2cc2339-2a46-4904-ab98-eef45a61c3de,bread_0016,910003,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,unitree_g1,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,-1.258366,1.732232,0.882,map,0.0,0.0,0.0,0.0,,,,-1.258366,1.732232,0.882,0.0,0.0,-0.854375,0.519658,0.0,-0.0,-2.048692,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.459912,-0.887964,0.0,-2.048692,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,552.0,0.9468267581475128,-1.343566537231413,1.6535540105731716,0.8559849363975227,0.2893531744461872,completed,13.2148,0,,unitree_g1,kitchen,cut,robot_substitution:cut:kitchen:910003,robot_substitution,robot_name,unitree_g1,cut:kitchen:910003:bread_0016,robot_name,unitree_g1,True,1,False
bread_0017,bread_cutting,c2cc2339-2a46-4904-ab98-eef45a61c3de,bread_0017,910003,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,unitree_g1,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,1.48969,-1.057867,1.535,map,0.0,0.0,0.0,0.0,,,,1.48969,-1.057867,1.535,0.0,0.0,0.946124,-0.323805,0.0,-0.0,-2.482096,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.790301,-0.612719,0.0,-2.482096,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,532.0,0.9125214408233276,1.418292901876089,-1.143751125669757,1.509427450497913,0.6401706298212072,completed,52.3424,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in CuttingAction (status=wiggle, max link displacement 0.00279m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 575 ticks in CuttingAction (status=wiggle, max link displacement 0.00291m over 25 ticks). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in CuttingAction (status=wiggle, max link displacement 0.00556m over 25 ticks). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 475 ticks in CuttingAction (status=wiggle, max link displacement 0.01495m over 25 ticks). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 350 ticks in CuttingAction (status=wiggle, max link displacement 0.01800m over 25 ticks). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in CuttingAction (status=wiggle, max link displacement 0.00430m over 25 ticks).",unitree_g1,kitchen,cut,robot_substitution:cut:kitchen:910003,robot_substitution,robot_name,unitree_g1,cut:kitchen:910003:bread_0017,robot_name,unitree_g1,True,0,False
bread_0018,bread_cutting,c2cc2339-2a46-4904-ab98-eef45a61c3de,bread_0018,910003,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,unitree_g1,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,1.561198,-1.095364,1.262716,map,0.0,0.0,0.0,0.0,,,,1.561198,-1.095364,1.262716,0.0,0.0,-0.322448,0.946587,0.0,-0.0,-0.656629,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.792054,-0.610451,0.0,-0.656629,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,552.0,0.9468267581475128,1.6234755497386648,-1.193194888882324,1.2367008372955024,0.5624264069068907,completed,50.3928,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 525 ticks in CuttingAction (status=wiggle, max link displacement 0.00338m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 425 ticks in CuttingAction (status=wiggle, max link displacement 0.00983m over 25 ticks). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in CuttingAction (status=wiggle, max link displacement 0.01015m over 25 ticks). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 300 ticks in CuttingAction (status=wiggle, max link displacement 0.01017m over 25 ticks). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 375 ticks in CuttingAction (status=wiggle, max link displacement 0.00919m over 25 ticks). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 550 ticks in CuttingAction (status=wiggle, max link displacement 0.00632m over 25 ticks).",unitree_g1,kitchen,cut,robot_substitution:cut:kitchen:910003,robot_substitution,robot_name,unitree_g1,cut:kitchen:910003:bread_0018,robot_name,unitree_g1,True,0,False
bread_0001,bread_cutting,c17b7dbf-4cc9-4ee0-9aa9-069fe84c8da1,bread_0001,910004,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,tiago,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,1.594536,0.294562,0.88,map,0.0,0.0,0.0,0.0,,,,1.594536,0.294562,0.88,0.0,0.0,-0.298798,0.954317,0.0,-0.0,-0.606865,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.82144,-0.570295,0.0,-0.606865,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,350.0,0.6003430531732419,1.6036038885879689,0.2404125673559752,0.883313519120916,0.3307459499668825,completed,14.0854,0,,tiago,kitchen,cut,robot_substitution:cut:kitchen:910004,robot_substitution,robot_name,tiago,cut:kitchen:910004:bread_0001,robot_name,tiago,True,1,False
bread_0002,bread_cutting,c17b7dbf-4cc9-4ee0-9aa9-069fe84c8da1,bread_0002,910004,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,tiago,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,1.528306,-0.078211,0.88,map,0.0,0.0,0.0,0.0,,,,1.528306,-0.078211,0.88,0.0,0.0,-0.230125,0.973161,0.0,-0.0,-0.464411,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.894085,-0.447897,0.0,-0.464411,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,204.0,0.3499142367066895,1.4817721999374365,-0.0987897922780898,0.8834364394394483,0.3304784683188181,completed,15.4282,0,,tiago,kitchen,cut,robot_substitution:cut:kitchen:910004,robot_substitution,robot_name,tiago,cut:kitchen:910004:bread_0002,robot_name,tiago,True,1,False
bread_0003,bread_cutting,c17b7dbf-4cc9-4ee0-9aa9-069fe84c8da1,bread_0003,910004,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,tiago,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.153728,-0.05902,-0.03512,0.160858,0.057498,0.042917,0.314585,0.116518,0.078038,0.00286045,1.555038,0.761868,0.88,map,0.0,0.0,0.0,0.0,,,,1.555038,0.761868,0.88,0.0,0.0,0.797664,0.603102,0.0,-0.0,1.846825,-0.128728,-0.000761,-0.031218,0.07947,0.5,0.05,1.0,0.0,0.0,-0.272537,0.962145,0.0,1.846825,,,,,,,,,,,,,saw,0.03,4,13,True,701.0,560.0,0.8,1.4739361532510815,0.8800982099082575,0.9119147527041376,0.2583731879303518,completed,69.0461,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 425 ticks in CuttingAction (status=stagnant, max link displacement 0.00025m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 425 ticks in CuttingAction (status=stagnant, max link displacement 0.00001m over 25 ticks). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 425 ticks in CuttingAction (status=stagnant, max link displacement 0.00004m over 25 ticks). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 425 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 375 ticks in CuttingAction (status=wiggle, max link displacement 0.01526m over 25 ticks). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in CuttingAction (status=wiggle, max link displacement 0.00778m over 25 ticks).",tiago,kitchen,cut,robot_substitution:cut:kitchen:910004,robot_substitution,robot_name,tiago,cut:kitchen:910004:bread_0003,robot_name,tiago,True,0,False
bread_0004,bread_cutting,c17b7dbf-4cc9-4ee0-9aa9-069fe84c8da1,bread_0004,910004,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,tiago,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.153728,-0.05902,-0.03512,0.160858,0.057498,0.042917,0.314585,0.116518,0.078038,0.00286045,1.527151,-0.459336,0.88,map,0.0,0.0,0.0,0.0,,,,1.527151,-0.459336,0.88,0.0,0.0,0.875419,0.483365,0.0,-0.0,2.132603,-0.128728,-0.000761,-0.031218,0.07947,0.5,0.05,1.0,0.0,0.0,-0.532716,0.846294,0.0,2.132603,,,,,,,,,,,,,saw,0.03,4,13,True,701.0,700.0,1.0,1.4554218591628525,-0.3439551936953212,0.96242679361254,0.4779211984044701,completed,61.9358,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 425 ticks in CuttingAction (status=stagnant, max link displacement 0.00002m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 425 ticks in CuttingAction (status=stagnant, max link displacement 0.00005m over 25 ticks). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 725 ticks in CuttingAction (status=wiggle, max link displacement 0.01989m over 25 ticks). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 300 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 350 ticks in CuttingAction (status=stagnant, max link displacement 0.00003m over 25 ticks). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 275 ticks in CuttingAction (status=stagnant, max link displacement 0.00004m over 25 ticks).",tiago,kitchen,cut,robot_substitution:cut:kitchen:910004,robot_substitution,robot_name,tiago,cut:kitchen:910004:bread_0004,robot_name,tiago,True,0,False
bread_0005,bread_cutting,c17b7dbf-4cc9-4ee0-9aa9-069fe84c8da1,bread_0005,910004,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,tiago,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,1.551068,1.101411,0.88,map,0.0,0.0,0.0,0.0,,,,1.551068,1.101411,0.88,0.0,0.0,0.983036,0.183415,0.0,-0.0,2.772674,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.932718,0.360607,0.0,2.772674,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,496.0,0.8507718696397941,1.4635526599182171,1.177452179556548,0.8831905988023838,0.5684325883195873,completed,76.6614,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in CuttingAction (status=stagnant, max link displacement 0.00008m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 525 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 425 ticks in CuttingAction (status=wiggle, max link displacement 0.00209m over 25 ticks). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in CuttingAction (status=wiggle, max link displacement 0.01886m over 25 ticks). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 350 ticks in CuttingAction (status=wiggle, max link displacement 0.00381m over 25 ticks). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 525 ticks in CuttingAction (status=wiggle, max link displacement 0.00439m over 25 ticks).",tiago,kitchen,cut,robot_substitution:cut:kitchen:910004,robot_substitution,robot_name,tiago,cut:kitchen:910004:bread_0005,robot_name,tiago,True,0,False
bread_0006,bread_cutting,c17b7dbf-4cc9-4ee0-9aa9-069fe84c8da1,bread_0006,910004,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,tiago,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.153728,-0.05902,-0.03512,0.160858,0.057498,0.042917,0.314585,0.116518,0.078038,0.00286045,1.53284,-0.38227,0.7125,map,0.0,0.0,0.0,0.0,,,,1.53284,-0.38227,0.7125,0.0,0.0,0.998977,-0.045217,0.0,-0.0,-3.051128,-0.128728,-0.000761,-0.031218,0.07947,0.5,0.05,1.0,0.0,0.0,-0.995911,-0.090341,0.0,-3.051128,,,,,,,,,,,,,saw,0.03,4,13,True,701.0,525.0,0.75,1.4853034609351974,-0.3858175307564321,0.7949268794432279,0.3878143485468574,completed,52.5928,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 250 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 250 ticks in CuttingAction (status=stagnant, max link displacement 0.00036m over 25 ticks). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 550 ticks in CuttingAction (status=wiggle, max link displacement 0.00750m over 25 ticks). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 425 ticks in CuttingAction (status=wiggle, max link displacement 0.00240m over 25 ticks). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 200 ticks in CuttingAction (status=stagnant, max link displacement 0.00002m over 25 ticks). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 200 ticks in CuttingAction (status=stagnant, max link displacement 0.00018m over 25 ticks).",tiago,kitchen,cut,robot_substitution:cut:kitchen:910004,robot_substitution,robot_name,tiago,cut:kitchen:910004:bread_0006,robot_name,tiago,True,0,False
bread_0007,bread_cutting,c17b7dbf-4cc9-4ee0-9aa9-069fe84c8da1,bread_0007,910004,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,navigation_target_resolution_failed,skip_object,pickup_pose_unavailable,False,,False,False,False,False,tiago,failed,,knife_left,pickup_setup,0,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,1.587285,2.24217,1.54,map,0.0,0.0,0.0,0.0,,,,1.587285,2.24217,1.54,0.0,0.0,0.702682,0.711504,0.0,-0.0,1.558319,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.012477,0.999922,0.0,1.558319,,,,,,,,,,,,,saw,0.03,4,13,False,,,,,,,,,4.1048,1,navigation setup -> RuntimeError: No collision-free navigation pose found for cutting bread_0007 after environment filtering.,tiago,kitchen,cut,robot_substitution:cut:kitchen:910004,robot_substitution,robot_name,tiago,cut:kitchen:910004:bread_0007,robot_name,tiago,True,0,False
bread_0008,bread_cutting,c17b7dbf-4cc9-4ee0-9aa9-069fe84c8da1,bread_0008,910004,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,tiago,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,1.558017,1.724598,1.54,map,0.0,0.0,0.0,0.0,,,,1.558017,1.724598,1.54,0.0,0.0,-0.756381,0.654131,0.0,-0.0,-1.715525,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.144224,-0.989545,0.0,-1.715525,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,114.0,0.1955403087478559,1.533856236262735,1.8323148908522795,1.5139847297407705,0.7807310472169195,completed,59.9255,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 525 ticks in CuttingAction (status=wiggle, max link displacement 0.00433m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 275 ticks in CuttingAction (status=stagnant, max link displacement 0.00002m over 25 ticks). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 250 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 300 ticks in CuttingAction (status=stagnant, max link displacement 0.00002m over 25 ticks). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 275 ticks in CuttingAction (status=stagnant, max link displacement 0.00001m over 25 ticks). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 225 ticks in CuttingAction (status=stagnant, max link displacement 0.00002m over 25 ticks).",tiago,kitchen,cut,robot_substitution:cut:kitchen:910004,robot_substitution,robot_name,tiago,cut:kitchen:910004:bread_0008,robot_name,tiago,True,0,False
bread_0009,bread_cutting,c17b7dbf-4cc9-4ee0-9aa9-069fe84c8da1,bread_0009,910004,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,tiago,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,1.442986,2.003236,1.54,map,0.0,0.0,0.0,0.0,,,,1.442986,2.003236,1.54,0.0,0.0,-0.800573,0.599235,0.0,-0.0,-1.856503,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.281836,-0.959463,0.0,-1.856503,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,114.0,0.1955403087478559,1.4342002922121435,2.113279538338745,1.5139847297407705,0.7030755817934811,completed,66.9391,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 450 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 375 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in CuttingAction (status=wiggle, max link displacement 0.00381m over 25 ticks). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 325 ticks in CuttingAction (status=wiggle, max link displacement 0.00826m over 25 ticks). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in CuttingAction (status=stagnant, max link displacement 0.00003m over 25 ticks).",tiago,kitchen,cut,robot_substitution:cut:kitchen:910004,robot_substitution,robot_name,tiago,cut:kitchen:910004:bread_0009,robot_name,tiago,True,0,False
bread_0010,bread_cutting,c17b7dbf-4cc9-4ee0-9aa9-069fe84c8da1,bread_0010,910004,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,tiago,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,1.534775,1.897406,0.7575,map,0.0,0.0,0.0,0.0,,,,1.534775,1.897406,0.7575,0.0,0.0,-0.858747,0.5124,0.0,-0.0,-2.065639,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.474893,-0.880043,0.0,-2.065639,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,58.0,0.0994854202401372,1.5492754662860164,2.006741546934146,0.761059445588669,0.6123681606432545,completed,65.9228,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 475 ticks in CuttingAction (status=wiggle, max link displacement 0.00563m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 375 ticks in CuttingAction (status=stagnant, max link displacement 0.00042m over 25 ticks). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 450 ticks in CuttingAction (status=wiggle, max link displacement 0.00461m over 25 ticks). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 300 ticks in CuttingAction (status=stagnant, max link displacement 0.00116m over 25 ticks). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 350 ticks in CuttingAction (status=wiggle, max link displacement 0.00431m over 25 ticks). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 325 ticks in CuttingAction (status=stagnant, max link displacement 0.00053m over 25 ticks).",tiago,kitchen,cut,robot_substitution:cut:kitchen:910004,robot_substitution,robot_name,tiago,cut:kitchen:910004:bread_0010,robot_name,tiago,True,0,False
