target_name,spawn_pose_xyz,environment_name,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,robot_world_x,robot_world_y,robot_world_z,robot_quat_x,robot_quat_y,robot_quat_z,robot_quat_w,robot_roll_rad,robot_pitch_rad,robot_yaw_rad,robot_to_object_yaw_rad,object_yaw_relative_to_robot_rad,object_yaw_relative_to_approach_rad,cut_normal_relative_to_robot_rad,cut_normal_relative_to_approach_rad,cut_normal_approach_abs_angle_rad,cut_normal_approach_parallel_score,cut_normal_approach_perpendicular_score,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,motion_approach_completed,motion_waypoint_count,motion_stopped_waypoint_index,motion_stopped_waypoint_fraction,motion_stopped_waypoint_x,motion_stopped_waypoint_y,motion_stopped_waypoint_z,motion_stopped_distance_m,motion_progress_note,execution_time_s,failure_count,failure_reasons,wiping_phase_reached,wiping_stall_status
wipe_target_0011,"[2.5206, 1.5124, 0.9518]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0011,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,garmi,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,2.520591,1.51243,0.951814,island_countertop,,,,,,,,2.520591,1.51243,0.951814,0.0,0.0,0.684773,0.728756,0.0,-0.0,1.508586,,,,,,,,,,,,,,1.560154,1.269205,0.0,0.0,0.0,0.202304,0.979323,0.0,-0.0,0.40742,,,,,,,,,wipe,,,3,True,67,53,0.803030303030303,2.5339738880721656,1.6068861696299999,0.951814,0.7321453696729374,completed,27.3511,0,,True,
wipe_target_0012,"[3.0546, 3.6686, 0.9518]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0012,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,garmi,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,3.054635,3.668625,0.951814,island_countertop,,,,,,,,3.054635,3.668625,0.951814,0.0,0.0,0.993017,0.117972,0.0,-0.0,2.905097,,,,,,,,,,,,,,4.00257,3.261688,0.0,0.0,0.0,0.998602,0.05285,0.0,-0.0,3.035843,,,,,,,,,wipe,,,3,True,67,49,0.7424242424242424,3.027453632948003,3.7525325174639375,0.951814,0.8903785483294656,completed,36.1003,0,,True,
wipe_target_0013,"[2.4948, 2.9724, 0.9518]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0013,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,garmi,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,2.494751,2.972383,0.951814,island_countertop,,,,,,,,2.494751,2.972383,0.951814,0.0,0.0,0.416697,0.909046,0.0,-0.0,0.859617,,,,,,,,,,,,,,1.530399,3.378884,0.0,0.0,0.0,-0.068498,0.997651,0.0,-0.0,-0.137104,,,,,,,,,wipe,,,3,True,67,66,1.0,2.404082243375704,2.895619806560524,0.951814,0.893995801104242,completed,36.7654,0,,True,
wipe_target_0014,"[2.8956, 2.7402, 0.9518]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0014,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,garmi,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,2.895594,2.74021,0.951814,island_countertop,,,,,,,,2.895594,2.74021,0.951814,0.0,0.0,0.846145,0.532953,0.0,-0.0,2.01742,,,,,,,,,,,,,,3.911757,2.346361,0.0,0.0,0.0,0.999672,-0.025627,0.0,-0.0,-3.090333,,,,,,,,,wipe,,,3,True,67,49,0.7424242424242424,2.9435150639180865,2.81425629017684,0.951814,0.9448761850751146,completed,39.975,0,,True,
wipe_target_0015,"[3.0099, 1.708, 0.9518]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0015,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,garmi,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,3.009894,1.707979,0.951814,island_countertop,,,,,,,,3.009894,1.707979,0.951814,0.0,0.0,-0.607036,0.794675,0.0,-0.0,-1.30465,,,,,,,,,,,,,,3.821386,1.263931,0.0,0.0,0.0,0.993122,0.117086,0.0,-0.0,2.906882,,,,,,,,,wipe,,,3,True,67,64,0.9696969696969697,3.050710353958316,1.8157063923733374,0.951814,0.8858300418790632,completed,36.0599,0,,True,
wipe_target_0016,"[0.2051, 3.273, 0.9255]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0016,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,garmi,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,0.205124,3.273041,0.9255,countertop,,,,,,,,0.205124,3.273041,0.9255,0.0,0.0,-0.31376,0.949502,0.0,-0.0,-0.6383,,,,,,,,,,,,,,3.821386,1.263931,0.0,0.0,0.0,0.993122,0.117086,0.0,-0.0,2.906882,,,,,,,,,wipe,,,3,False,,,,,,,,,22.3021,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.,False,
wipe_target_0017,"[0.4259, 3.1765, 0.9255]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0017,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,wiping_motion_wiggle_after_phase_reached,task_failed,partial_wipe_wiggle_stalled,False,,False,False,False,False,garmi,partial_wipe_stalled,,sponge_left,failed,2,1,2,True,False,False,,,,,,,,,,,,0.425949,3.176528,0.9255,countertop,,,,,,,,0.425949,3.176528,0.9255,0.0,0.0,0.629858,0.77671,0.0,-0.0,1.36274,,,,,,,,,,,,,,1.13815,3.464977,0.0,0.0,0.0,0.999796,-0.020198,0.0,-0.0,-3.101193,,,,,,,,,wipe,,,3,True,67,57,0.8636363636363636,0.36337775850441134,3.257839453192367,0.9255000600000001,0.7524605978943797,completed,132.2286,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 625 ticks in WipingAction (status=wiggle, max link displacement 0.00656m over 25 ticks, wiggle=True). | LEFT fallback -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in WipingAction (status=wiggle, max link displacement 0.03756m over 25 ticks, wiggle=True).",True,wiggle
wipe_target_0018,"[0.3289, 2.9705, 0.9255]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0018,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,garmi,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,0.328881,2.970451,0.9255,countertop,,,,,,,,0.328881,2.970451,0.9255,0.0,0.0,0.998724,-0.050495,0.0,-0.0,-3.04056,,,,,,,,,,,,,,1.13815,3.464977,0.0,0.0,0.0,0.999796,-0.020198,0.0,-0.0,-3.101193,,,,,,,,,wipe,,,3,False,,,,,,,,,26.0104,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.,False,
wipe_target_0019,"[4.7946, 3.4644, 0.7276]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0019,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,garmi,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,4.794601,3.464375,0.727643,table_area_main,,,,,,,,4.794601,3.464375,0.727643,0.0,0.0,0.326812,0.945089,0.0,-0.0,0.665857,,,,,,,,,,,,,,4.09432,4.034602,0.0,0.0,0.0,-0.271326,0.962487,0.0,-0.0,-0.549542,,,,,,,,,wipe,,,3,True,67,44,0.6666666666666666,4.797573550295607,3.3852311256036343,0.727643,1.0880683772728017,completed,31.1429,0,,True,
wipe_target_0020,"[4.8328, 3.6504, 0.7276]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0020,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,garmi,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,4.832783,3.650434,0.727643,table_area_main,,,,,,,,4.832783,3.650434,0.727643,0.0,0.0,-0.582816,0.812604,0.0,-0.0,-1.244379,,,,,,,,,,,,,,3.93955,4.152118,0.0,0.0,0.0,-0.058977,0.998259,0.0,-0.0,-0.118023,,,,,,,,,wipe,,,3,True,67,51,0.7727272727272727,4.812448873130309,3.560914870060059,0.727643,1.0689809380778368,completed,31.3463,0,,True,
wipe_target_0021,"[4.9692, 3.3655, 0.7276]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0021,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,garmi,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,4.969157,3.365483,0.727643,table_area_main,,,,,,,,4.969157,3.365483,0.727643,0.0,0.0,0.000661,1.0,0.0,-0.0,0.001323,,,,,,,,,,,,,,4.233212,2.643132,0.0,0.0,0.0,0.558459,0.829532,0.0,-0.0,1.185054,,,,,,,,,wipe,,,3,True,67,53,0.803030303030303,5.064272898384016,3.358123387102838,0.727643,1.068410026636003,completed,33.6984,0,,True,
wipe_target_0022,"[4.7328, 4.4065, 0.7276]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0022,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,garmi,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,4.732821,4.40649,0.727643,table_area_main,,,,,,,,4.732821,4.40649,0.727643,0.0,0.0,0.917652,-0.397385,0.0,-0.0,-2.324262,,,,,,,,,,,,,,3.914157,4.210391,0.0,0.0,0.0,0.265096,0.964222,0.0,-0.0,0.536608,,,,,,,,,wipe,,,3,True,67,55,0.8333333333333334,4.697875155940107,4.313863279141075,0.727643,1.0733473645271514,completed,44.1237,0,,True,
wipe_target_0023,"[5.102, 4.1729, 0.7276]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0023,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,garmi,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,5.102037,4.172861,0.727643,table_area_main,,,,,,,,5.102037,4.172861,0.727643,0.0,0.0,0.976875,0.213813,0.0,-0.0,2.710639,,,,,,,,,,,,,,6.054388,3.707901,0.0,0.0,0.0,0.997396,0.072117,0.0,-0.0,2.997233,,,,,,,,,wipe,,,3,True,67,46,0.696969696969697,5.147968399952088,4.241753172018958,0.727643,1.1081879389435791,completed,40.2279,0,,True,
wipe_target_0024,"[5.1112, 3.6575, 0.7276]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0024,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,garmi,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,5.111205,3.657479,0.727643,table_area_main,,,,,,,,5.111205,3.657479,0.727643,0.0,0.0,0.53936,0.842075,0.0,-0.0,1.139355,,,,,,,,,,,,,,5.973946,3.286879,0.0,0.0,0.0,0.999936,-0.011299,0.0,-0.0,-3.118994,,,,,,,,,wipe,,,3,True,67,52,0.7878787878787878,5.174704056017147,3.7262450863044645,0.727643,1.1020072711505027,completed,42.1851,0,,True,
wipe_target_0025,"[4.98, 4.3086, 0.7276]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0025,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,garmi,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,4.980047,4.308595,0.727643,table_area_main,,,,,,,,4.980047,4.308595,0.727643,0.0,0.0,0.641241,0.767339,0.0,-0.0,1.39223,,,,,,,,,,,,,,3.935934,4.136532,0.0,0.0,0.0,0.180286,0.983614,0.0,-0.0,0.362555,,,,,,,,,wipe,,,3,True,67,65,0.9848484848484849,4.916785287307122,4.2101721721263345,0.727643,1.1103276412453633,completed,48.871,0,,True,
wipe_target_0026,"[-0.0226, 1.453, 0.1839]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0026,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,garmi,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.022638,1.453031,0.183944,apartment/cabinet1,,,,,,,,-0.022638,1.453031,0.183944,0.0,-0.707107,0.0,0.707107,-0.0,-1.570796,0.0,,,,,,,,,,,,,,-0.721295,1.822686,0.0,0.0,0.0,-0.018692,0.999825,0.0,-0.0,-0.037386,,,,,,,,,wipe,,,3,True,67,52,0.7878787878787878,-0.02263800000000004,1.4241070580974462,0.2729625994057121,1.5235800815470106,completed,91.8647,0,,True,
wipe_target_0027,"[-0.0226, 1.5142, 0.4189]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0027,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,wiping_motion_wiggle_after_phase_reached,task_failed,partial_wipe_wiggle_stalled,False,,False,False,False,False,garmi,partial_wipe_stalled,,sponge_left,failed,2,1,2,True,False,False,,,,,,,,,,,,-0.022638,1.514198,0.418887,apartment/cabinet1,,,,,,,,-0.022638,1.514198,0.418887,0.0,-0.707107,0.0,0.707107,-0.0,-1.570796,0.0,,,,,,,,,,,,,,-0.702304,1.365412,0.0,0.0,0.0,-0.003021,0.999995,0.0,-0.0,-0.006041,,,,,,,,,wipe,,,3,True,67,54,0.8181818181818182,-0.02263800000000004,1.5294029855521278,0.5148900355259227,1.1744424203836188,completed,160.2431,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 825 ticks in WipingAction (status=wiggle, max link displacement 0.02503m over 25 ticks, wiggle=True). | LEFT fallback -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in WipingAction (status=wiggle, max link displacement 0.04265m over 25 ticks, wiggle=True).",True,wiggle
wipe_target_0028,"[-0.0226, 1.681, 0.6198]",apartment,space_wiping,4606d61b-dc08-470a-9df5-5e5f608e4a01,wipe_target_0028,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,garmi,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,-0.022638,1.681019,0.619826,apartment/cabinet1,,,,,,,,-0.022638,1.681019,0.619826,0.0,-0.707107,0.0,0.707107,-0.0,-1.570796,0.0,,,,,,,,,,,,,,-0.702304,1.365412,0.0,0.0,0.0,-0.003021,0.999995,0.0,-0.0,-0.006041,,,,,,,,,wipe,,,3,False,,,,,,,,,31.2456,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.,False,
