bread_name,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,robot_world_x,robot_world_y,robot_world_z,robot_quat_x,robot_quat_y,robot_quat_z,robot_quat_w,robot_roll_rad,robot_pitch_rad,robot_yaw_rad,robot_to_object_yaw_rad,object_yaw_relative_to_robot_rad,object_yaw_relative_to_approach_rad,cut_normal_relative_to_robot_rad,cut_normal_relative_to_approach_rad,cut_normal_approach_abs_angle_rad,cut_normal_approach_parallel_score,cut_normal_approach_perpendicular_score,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,motion_approach_completed,motion_waypoint_count,motion_stopped_waypoint_index,motion_stopped_waypoint_fraction,motion_stopped_waypoint_x,motion_stopped_waypoint_y,motion_stopped_waypoint_z,motion_stopped_distance_m,motion_progress_note,execution_time_s,failure_count,failure_reasons
bread_0011,bread_cutting,86ff7399-149b-4c0b-b901-5ac4ab0afc1e,bread_0011,910002,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,garmi,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,-1.18335,2.359769,0.911,map,0.0,0.0,0.0,0.0,,,,-1.18335,2.359769,0.911,0.0,0.0,0.891063,0.453879,0.0,-0.0,2.199365,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.587988,0.80887,0.0,2.199365,-1.923845,2.338696,0.0,0.0,0.0,0.106464,0.994317,0.0,-0.0,0.213333,0.02845,1.986033,2.170915,1.986033,2.170915,0.970678,0.56474,0.825269,saw,0.03,2,20,True,190.0,0.0,0.0,-1.1222114202682136,2.276742639343998,0.9830224045030772,0.683882492270207,completed,36.8573,0,
bread_0001,bread_cutting,94283604-676c-4763-950d-0f4731e52ce2,bread_0001,910003,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,navigation_target_resolution_failed,skip_object,pickup_pose_unavailable,False,,False,False,False,False,garmi,failed,,knife_left,pickup_setup,0,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,1.568324,0.640503,0.9,map,0.0,0.0,0.0,0.0,,,,1.568324,0.640503,0.9,0.0,0.0,-0.068678,0.997639,0.0,-0.0,-0.137465,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.990567,-0.137032,0.0,-0.137465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,0.387727,-0.137465,-0.525191,-0.137465,-0.525191,0.525191,0.865228,0.501378,saw,0.03,2,20,False,,,,,,,,,11.3367,1,navigation setup -> RuntimeError: No collision-free navigation pose found for cutting bread_0001 after environment filtering.
bread_0002,bread_cutting,94283604-676c-4763-950d-0f4731e52ce2,bread_0002,910003,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,retry_after_rotation,rotated_90,False,,False,False,False,True,garmi,success,RIGHT,knife_right,rotated_90,3,2,2,True,True,True,rotate_z_90deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,1.600037,0.94542,0.9,map,0.0,0.0,0.0,0.0,,,,1.600037,0.94542,0.9,0.0,0.0,0.991003,-0.133837,0.0,-0.0,-2.873113,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.964175,-0.265266,0.0,-2.873113,0.344672,1.076238,0.0,0.0,0.0,0.073381,0.997304,0.0,-0.0,0.146893,-0.103832,-3.020006,-2.769281,-3.020006,-2.769281,0.372311,0.931489,0.363769,saw,0.03,2,20,True,190.0,95.0,0.5026455026455027,1.4947275524126844,0.9171052631455056,0.9713918335552774,0.8735200741915433,completed,79.5402,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1000 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1200 ticks in CuttingAction (status=stagnant, max link displacement 0.00025m over 25 ticks, wiggle=False)."
bread_0003,bread_cutting,94283604-676c-4763-950d-0f4731e52ce2,bread_0003,910003,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,navigation_target_resolution_failed,skip_object,pickup_pose_unavailable,False,,False,False,False,False,garmi,failed,,knife_left,pickup_setup,0,0,0,False,False,False,,-0.140917,-0.054102,-0.032193,0.147453,0.052706,0.039341,0.28837,0.106808,0.071534,0.00220328,1.564051,0.002939,0.9,map,0.0,0.0,0.0,0.0,,,,1.564051,0.002939,0.9,0.0,0.0,0.995485,-0.094915,0.0,-0.0,-2.951476,-0.115917,-0.000698,-0.028617,0.086694,0.5,0.05,1.0,0.0,0.0,-0.981982,-0.188973,0.0,-2.951476,0.344672,1.076238,0.0,0.0,0.0,0.073381,0.997304,0.0,-0.0,0.146893,-0.721768,-3.09837,-2.229708,-3.09837,-2.229708,0.911885,0.612257,0.790659,saw,0.03,2,20,False,,,,,,,,,5.9821,1,navigation setup -> RuntimeError: No collision-free navigation pose found for cutting bread_0003 after environment filtering.
bread_0004,bread_cutting,94283604-676c-4763-950d-0f4731e52ce2,bread_0004,910003,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,garmi,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,-0.983709,2.690221,0.911,map,0.0,0.0,0.0,0.0,,,,-0.983709,2.690221,0.911,0.0,0.0,0.235673,0.971832,0.0,-0.0,0.475821,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.888917,0.458069,0.0,0.475821,0.08858,1.851836,0.0,0.0,0.0,0.999446,0.033277,0.0,-0.0,3.075025,2.478008,-2.599204,-2.002186,-2.599204,-2.002186,1.139406,0.418134,0.908385,saw,0.03,2,20,True,190.0,0.0,0.0,-1.0750718615273986,2.6424277732670305,0.9830224045030772,0.7623397499052499,completed,17.3519,0,
bread_0005,bread_cutting,94283604-676c-4763-950d-0f4731e52ce2,bread_0005,910003,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,garmi,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,-1.160624,1.133889,0.911,map,0.0,0.0,0.0,0.0,,,,-1.160624,1.133889,0.911,0.0,0.0,-0.763901,0.645334,0.0,-0.0,-1.738673,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.167089,-0.985942,0.0,-1.738673,-2.131475,1.616214,0.0,0.0,0.0,-0.135882,0.990725,0.0,-0.0,-0.272607,-0.46109,-1.466066,-1.277583,-1.466066,-1.277583,1.277583,0.28903,0.95732,saw,0.03,2,20,True,190.0,95.0,0.5026455026455027,-1.179470492770103,1.026480296388095,0.9823918335552771,0.7000339528922055,completed,15.4289,0,
bread_0006,bread_cutting,94283604-676c-4763-950d-0f4731e52ce2,bread_0006,910003,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,garmi,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.140917,-0.054102,-0.032193,0.147453,0.052706,0.039341,0.28837,0.106808,0.071534,0.00220328,-1.218559,2.29541,0.911,map,0.0,0.0,0.0,0.0,,,,-1.218559,2.29541,0.911,0.0,0.0,0.732046,0.681255,0.0,-0.0,1.642641,-0.115917,-0.000698,-0.028617,0.086694,0.5,0.05,1.0,0.0,0.0,-0.071782,0.99742,0.0,1.642641,-1.967982,2.217911,0.0,0.0,0.0,0.112938,0.993602,0.0,-0.0,0.22636,0.103045,1.416281,1.539595,1.416281,1.539595,1.539595,0.031196,0.999513,saw,0.03,2,20,True,209.0,0.0,0.0,-1.2095422239699445,2.179841601773045,0.988224644953385,0.708193680168361,completed,20.4195,0,
bread_0007,bread_cutting,94283604-676c-4763-950d-0f4731e52ce2,bread_0007,910003,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,garmi,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.140917,-0.054102,-0.032193,0.147453,0.052706,0.039341,0.28837,0.106808,0.071534,0.00220328,-0.922097,0.819178,0.911,map,0.0,0.0,0.0,0.0,,,,-0.922097,0.819178,0.911,0.0,0.0,0.806528,0.591197,0.0,-0.0,1.876509,-0.115917,-0.000698,-0.028617,0.086694,0.5,0.05,1.0,0.0,0.0,-0.300973,0.953633,0.0,1.876509,-0.021214,0.466743,0.0,0.0,0.0,0.990995,0.133898,0.0,-0.0,2.872989,2.768687,-0.99648,-0.892177,-0.99648,-0.892177,0.892177,0.627719,0.77844,saw,0.03,2,20,True,209.0,105.0,0.5048076923076923,-0.9582863257624982,0.9361627461212504,0.985978580974234,0.7032880282531948,completed,26.1871,0,
bread_0008,bread_cutting,94283604-676c-4763-950d-0f4731e52ce2,bread_0008,910003,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,garmi,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,-0.9205,1.775155,0.911,map,0.0,0.0,0.0,0.0,,,,-0.9205,1.775155,0.911,0.0,0.0,0.979314,-0.202345,0.0,-0.0,-2.73409,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.918113,-0.396318,0.0,-2.73409,-0.159125,1.970696,0.0,0.0,0.0,0.984542,-0.17515,0.0,-0.0,-2.789476,-2.8902,0.055386,0.15611,0.055386,0.15611,0.15611,0.987839,0.155477,saw,0.03,2,20,True,190.0,95.0,0.5026455026455027,-1.0208697645507523,1.7325200007280568,0.9823918335552774,0.687030872809507,completed,28.4382,0,
bread_0009,bread_cutting,94283604-676c-4763-950d-0f4731e52ce2,bread_0009,910003,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,garmi,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,-1.014845,1.46331,0.911,map,0.0,0.0,0.0,0.0,,,,-1.014845,1.46331,0.911,0.0,0.0,0.112829,0.993614,0.0,-0.0,0.226139,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.974539,0.224216,0.0,0.226139,0.06493,0.645958,0.0,0.0,0.0,0.998548,-0.053866,0.0,-0.0,-3.033808,2.493649,-3.023239,-2.26751,-3.023239,-2.26751,0.874083,0.641701,0.766955,saw,0.03,2,20,True,190.0,0.0,0.0,-1.1151837844006969,1.439573619241202,0.9830224045030772,0.6826867445784656,completed,24.9868,0,
bread_0010,bread_cutting,94283604-676c-4763-950d-0f4731e52ce2,bread_0010,910003,kitchen,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,garmi,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,-0.902922,2.127963,0.911,map,0.0,0.0,0.0,0.0,,,,-0.902922,2.127963,0.911,0.0,0.0,-0.36884,0.929493,0.0,-0.0,-0.755521,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.727914,-0.685668,0.0,-0.755521,-0.184725,2.122826,0.0,0.0,0.0,0.985201,-0.171404,0.0,-0.0,-2.797083,3.134441,2.041562,2.393223,2.041562,2.393223,0.748369,0.732799,0.680445,saw,0.03,2,20,True,190.0,95.0,0.5026455026455027,-0.8239788645692028,2.052730101442733,0.9823918335552771,0.7894825646930271,completed,36.454,0,
bread_0001,bread_cutting,4e19e475-5756-474b-b763-9a3fbe716628,bread_0001,910001,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,tiago,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,2.908824,3.751791,0.996814,map,0.0,0.0,0.0,0.0,,,,2.908824,3.751791,0.996814,0.0,0.0,0.781124,0.624376,0.0,-0.0,1.792927,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.220308,0.97543,0.0,1.792927,3.453176,3.751789,0.0985,0.0,0.0,1.0,0.000239,0.0,-0.0,3.141114,3.14159,-1.348188,-1.348663,-1.348188,-1.348663,1.348663,0.220311,0.97543,saw,0.03,2,20,True,190.0,95.0,0.5026455026455027,2.8854183916895533,3.8582993381080937,1.068205833555277,0.1852581948927898,completed,9.4126,0,
bread_0002,bread_cutting,4e19e475-5756-474b-b763-9a3fbe716628,bread_0002,910001,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,tiago,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.153728,-0.05902,-0.03512,0.160858,0.057498,0.042917,0.314585,0.116518,0.078038,0.00286045,2.903448,2.813872,0.996814,map,0.0,0.0,0.0,0.0,,,,2.903448,2.813872,0.996814,0.0,0.0,0.731527,0.681813,0.0,-0.0,1.641116,-0.128728,-0.000761,-0.031218,0.07947,0.5,0.05,1.0,0.0,0.0,-0.070262,0.997529,0.0,1.641116,3.445917,2.813872,0.0985,0.0,0.0,1.0,5.2e-05,0.0,-0.0,3.141488,3.141592,-1.500372,-1.500476,-1.500372,-1.500476,1.500476,0.070263,0.997529,saw,0.03,2,20,True,228.0,114.0,0.5022026431718062,2.894661293185288,2.9494473600830164,1.0785251354870589,0.1697258748960757,completed,18.0094,0,
