target_name,spawn_pose_xyz,environment_name,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,robot_world_x,robot_world_y,robot_world_z,robot_quat_x,robot_quat_y,robot_quat_z,robot_quat_w,robot_roll_rad,robot_pitch_rad,robot_yaw_rad,robot_to_object_yaw_rad,object_yaw_relative_to_robot_rad,object_yaw_relative_to_approach_rad,cut_normal_relative_to_robot_rad,cut_normal_relative_to_approach_rad,cut_normal_approach_abs_angle_rad,cut_normal_approach_parallel_score,cut_normal_approach_perpendicular_score,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,motion_approach_completed,motion_waypoint_count,motion_stopped_waypoint_index,motion_stopped_waypoint_fraction,motion_stopped_waypoint_x,motion_stopped_waypoint_y,motion_stopped_waypoint_z,motion_stopped_distance_m,motion_progress_note,execution_time_s,failure_count,failure_reasons,wiping_phase_reached,wiping_stall_status
wipe_target_0015,"[0.2134, 2.9444, 0.9255]",apartment,space_wiping,6f6a1569-b431-4a2b-9819-30e121d1f580,wipe_target_0015,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,wiping_motion_wiggle_after_phase_reached,task_failed,partial_wipe_wiggle_stalled,False,,False,False,False,False,hsrb,partial_wipe_stalled,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,0.213424,2.944374,0.9255,countertop,,,,,,,,0.213424,2.944374,0.9255,0.0,0.0,-0.472854,0.881141,0.0,-0.0,-0.985055,,,,,,,,,,,,,,-0.297603,2.932409,0.0,0.0,0.0,-0.063392,0.997989,0.0,-0.0,-0.126869,,,,,,,,,wipe,,,3,True,67.0,44.0,0.6666666666666666,0.1342960291489366,2.947745261271144,0.92550006,0.6165677395398348,completed,10.5091,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in WipingAction (status=wiggle, max link displacement 0.00212m over 25 ticks, wiggle=True).",True,wiggle
wipe_target_0016,"[0.38, 3.1313, 0.9255]",apartment,space_wiping,6f6a1569-b431-4a2b-9819-30e121d1f580,wipe_target_0016,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,wiping_motion_wiggle_after_phase_reached,task_failed,partial_wipe_wiggle_stalled,False,,False,False,False,False,hsrb,partial_wipe_stalled,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,0.380017,3.13126,0.9255,countertop,,,,,,,,0.380017,3.13126,0.9255,0.0,0.0,0.491178,0.871059,0.0,-0.0,1.026884,,,,,,,,,,,,,,0.906521,3.14038,0.0,0.0,0.0,0.997214,0.074596,0.0,-0.0,2.992261,,,,,,,,,wipe,,,3,True,67.0,49.0,0.7424242424242424,0.468215860173366,3.131777621152186,0.92550006,0.6491787072557453,completed,9.9349,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in WipingAction (status=wiggle, max link displacement 0.00210m over 25 ticks, wiggle=True).",True,wiggle
wipe_target_0017,"[0.4285, 3.3303, 0.9255]",apartment,space_wiping,6f6a1569-b431-4a2b-9819-30e121d1f580,wipe_target_0017,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,wiping_motion_stagnant_after_phase_reached,task_failed,partial_wipe_stagnant_stalled,False,,False,False,False,False,hsrb,partial_wipe_stalled,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,0.428489,3.330251,0.9255,countertop,,,,,,,,0.428489,3.330251,0.9255,0.0,0.0,0.204203,0.978928,0.0,-0.0,0.4113,,,,,,,,,,,,,,0.907912,3.377209,0.0,0.0,0.0,0.999735,0.023009,0.0,-0.0,3.09557,,,,,,,,,wipe,,,3,True,67.0,51.0,0.7727272727272727,0.5194106673867656,3.317578877179487,0.92550006,0.5932616757607453,completed,9.1766,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in WipingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False).",True,stagnant
wipe_target_0018,"[5.1752, 3.7602, 0.7276]",apartment,space_wiping,6f6a1569-b431-4a2b-9819-30e121d1f580,wipe_target_0018,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,5.175193,3.760221,0.727643,table_area_main,,,,,,,,5.175193,3.760221,0.727643,0.0,0.0,-0.688356,0.725373,0.0,-0.0,-1.51844,,,,,,,,,,,,,,5.623837,4.093611,0.0,0.0,0.0,0.987149,-0.159805,0.0,-0.0,-2.820606,,,,,,,,,wipe,,,3,True,67.0,57.0,0.8636363636363636,5.256590399303352,3.697762151334821,0.727643,0.6286735596227752,completed,4.8716,0,,True,
wipe_target_0019,"[5.0324, 3.4601, 0.7276]",apartment,space_wiping,6f6a1569-b431-4a2b-9819-30e121d1f580,wipe_target_0019,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,5.032411,3.460104,0.727643,table_area_main,,,,,,,,5.032411,3.460104,0.727643,0.0,0.0,0.494336,0.869271,0.0,-0.0,1.034141,,,,,,,,,,,,,,4.961489,2.874984,0.0,0.0,0.0,0.661643,0.749819,0.0,-0.0,1.446016,,,,,,,,,wipe,,,3,True,67.0,66.0,1.0,4.956448673419034,3.368763059594152,0.727643,0.7716973978731094,completed,8.4748,0,,True,
wipe_target_0020,"[5.1809, 4.0389, 0.7276]",apartment,space_wiping,6f6a1569-b431-4a2b-9819-30e121d1f580,wipe_target_0020,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,5.180943,4.038928,0.727643,table_area_main,,,,,,,,5.180943,4.038928,0.727643,0.0,0.0,-0.780726,0.624873,0.0,-0.0,-1.791654,,,,,,,,,,,,,,5.660248,4.381451,0.0,0.0,0.0,0.984301,-0.176498,0.0,-0.0,-2.786738,,,,,,,,,wipe,,,3,True,67.0,61.0,0.9242424242424242,5.290730676621673,4.04054914039431,0.727643,0.721740165791007,completed,6.9894,0,,True,
wipe_target_0021,"[4.9144, 3.8207, 0.7276]",apartment,space_wiping,6f6a1569-b431-4a2b-9819-30e121d1f580,wipe_target_0021,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,4.914443,3.820657,0.727643,table_area_main,,,,,,,,4.914443,3.820657,0.727643,0.0,0.0,0.843052,0.537833,0.0,-0.0,2.005864,,,,,,,,,,,,,,4.455844,3.650165,0.0,0.0,0.0,-0.010532,0.999945,0.0,-0.0,-0.021064,,,,,,,,,wipe,,,3,True,67.0,59.0,0.8939393939393939,4.810348022255521,3.799615996897663,0.727643,0.7945051206713457,completed,8.3448,0,,True,
wipe_target_0022,"[4.747, 3.7071, 0.7276]",apartment,space_wiping,6f6a1569-b431-4a2b-9819-30e121d1f580,wipe_target_0022,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,wiping_motion_stagnant_after_phase_reached,task_failed,partial_wipe_stagnant_stalled,False,,False,False,False,False,hsrb,partial_wipe_stalled,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,4.746957,3.707099,0.727643,table_area_main,,,,,,,,4.746957,3.707099,0.727643,0.0,0.0,-0.797415,0.603432,0.0,-0.0,-1.845997,,,,,,,,,,,,,,4.398971,3.55517,0.0,0.0,0.0,0.232879,0.972506,0.0,-0.0,0.470074,,,,,,,,,wipe,,,3,True,67.0,48.0,0.7272727272727273,4.660623049814332,3.703733695793345,0.727643,0.6791882451596131,completed,9.4364,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in WipingAction (status=stagnant, max link displacement 0.00023m over 25 ticks, wiggle=False).",True,stagnant
wipe_target_0023,"[4.7612, 3.5115, 0.7276]",apartment,space_wiping,6f6a1569-b431-4a2b-9819-30e121d1f580,wipe_target_0023,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,4.761178,3.511522,0.727643,table_area_main,,,,,,,,4.761178,3.511522,0.727643,0.0,0.0,0.264373,0.96442,0.0,-0.0,0.535108,,,,,,,,,,,,,,4.163014,3.441008,0.0,0.0,0.0,-0.04048,0.99918,0.0,-0.0,-0.080982,,,,,,,,,wipe,,,3,True,67.0,61.0,0.9242424242424242,4.6846845214647095,3.5902931483877727,0.727643,0.5795257851517397,completed,6.2624,0,,True,
wipe_target_0024,"[-0.0226, 1.4229, 0.6714]",apartment,space_wiping,6f6a1569-b431-4a2b-9819-30e121d1f580,wipe_target_0024,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.022638,1.422891,0.67137,apartment/cabinet1,,,,,,,,-0.022638,1.422891,0.67137,0.0,-0.707107,0.0,0.707107,-0.0,-1.570796,0.0,,,,,,,,,,,,,,-0.716641,1.406867,0.0,0.0,0.0,-0.040791,0.999168,0.0,-0.0,-0.081604,,,,,,,,,wipe,,,3,True,67.0,54.0,0.8181818181818182,-0.022638,1.4380964621181782,0.767372840264841,0.6973716092614933,completed,5.5473,0,,True,
wipe_target_0025,"[-0.0226, 1.6204, 0.6883]",apartment,space_wiping,6f6a1569-b431-4a2b-9819-30e121d1f580,wipe_target_0025,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.022638,1.620363,0.688305,apartment/cabinet1,,,,,,,,-0.022638,1.620363,0.688305,0.0,-0.707107,0.0,0.707107,-0.0,-1.570796,0.0,,,,,,,,,,,,,,-0.618048,1.345564,0.0,0.0,0.0,0.252832,0.96751,0.0,-0.0,0.511213,,,,,,,,,wipe,,,3,True,67.0,52.0,0.7878787878787878,-0.022638,1.5914387469261924,0.7773235020741971,0.6860013001190702,completed,6.2427,0,,True,
