bowl_name,knowledge_motion,knowledge_mixing_tool,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,robot_world_x,robot_world_y,robot_world_z,robot_quat_x,robot_quat_y,robot_quat_z,robot_quat_w,robot_roll_rad,robot_pitch_rad,robot_yaw_rad,robot_to_object_yaw_rad,object_yaw_relative_to_robot_rad,object_yaw_relative_to_approach_rad,cut_normal_relative_to_robot_rad,cut_normal_relative_to_approach_rad,cut_normal_approach_abs_angle_rad,cut_normal_approach_parallel_score,cut_normal_approach_perpendicular_score,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,motion_approach_completed,motion_waypoint_count,motion_stopped_waypoint_index,motion_stopped_waypoint_fraction,motion_stopped_waypoint_x,motion_stopped_waypoint_y,motion_stopped_waypoint_z,motion_stopped_distance_m,motion_progress_note,execution_time_s,failure_count,failure_reasons,mixing_phase_reached,mixing_planned_duration_s,mixing_estimated_completed_time_s
bowl_0011,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,93222b39-5d04-44f4-9beb-4e0805fefe9a,bowl_0011,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,tiago,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,4.893958,3.681374,0.772643,map,0.0,0.0,0.0,0.0,,,,4.893958,3.681374,0.772643,0.0,0.0,0.393011,0.919534,0.0,-0.0,0.807808,,,,,,,,,,,,,,3.986711,3.620097,0.0985,0.0,0.0,0.142557,0.989787,0.0,-0.0,0.286088,,,,,,,,,Whisking,,,0,True,201.0,162.0,0.81,4.860883734706903,3.6638268965210057,0.8022973900668621,0.5121300335205898,completed,28.1481,0,,True,2.0,1.62
bowl_0012,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,93222b39-5d04-44f4-9beb-4e0805fefe9a,bowl_0012,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,tiago,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,5.149395,3.940445,0.772643,map,0.0,0.0,0.0,0.0,,,,5.149395,3.940445,0.772643,0.0,0.0,0.970052,0.242898,0.0,-0.0,2.650887,,,,,,,,,,,,,,6.025005,3.983073,0.0985,0.0,0.0,0.988363,-0.152113,0.0,-0.0,-2.836181,,,,,,,,,Whisking,,,0,True,201.0,120.0,0.6,5.19195749187984,3.962895323530256,0.8092282680802345,0.5002623449988974,completed,28.3064,0,,True,2.0,1.2
bowl_0013,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,93222b39-5d04-44f4-9beb-4e0805fefe9a,bowl_0013,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,tiago,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,4.942978,4.289484,0.772643,map,0.0,0.0,0.0,0.0,,,,4.942978,4.289484,0.772643,0.0,0.0,-0.008474,0.999964,0.0,-0.0,-0.016948,,,,,,,,,,,,,,4.066085,4.257476,0.0985,0.0,0.0,0.148373,0.988931,0.0,-0.0,0.297845,,,,,,,,,Whisking,,,0,True,201.0,137.0,0.685,4.893458685811257,4.265858064069017,0.816159146093607,0.5504563380281973,completed,28.425,0,,True,2.0,1.37
bowl_0014,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,93222b39-5d04-44f4-9beb-4e0805fefe9a,bowl_0014,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,tiago,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,5.19939,4.411731,0.772643,map,0.0,0.0,0.0,0.0,,,,5.19939,4.411731,0.772643,0.0,0.0,0.945233,0.326396,0.0,-0.0,2.476616,,,,,,,,,,,,,,6.076747,4.472781,0.0985,0.0,0.0,0.987336,-0.15864,0.0,-0.0,-2.822966,,,,,,,,,Whisking,,,0,True,201.0,113.0,0.565,5.234396342857591,4.431773747701748,0.8022973900668621,0.4824735189370241,completed,28.0884,0,,True,2.0,1.13
bowl_0015,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,93222b39-5d04-44f4-9beb-4e0805fefe9a,bowl_0015,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,tiago,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,5.152893,3.650518,0.772643,map,0.0,0.0,0.0,0.0,,,,5.152893,3.650518,0.772643,0.0,0.0,-0.197763,0.98025,0.0,-0.0,-0.398151,,,,,,,,,,,,,,6.018447,3.905137,0.0985,0.0,0.0,0.966744,-0.255746,0.0,-0.0,-2.624354,,,,,,,,,Whisking,,,0,True,201.0,27.0,0.135,5.188233909918657,3.6605888577011663,0.8022973900668621,0.4350064417756457,completed,21.7815,0,,True,2.0,0.27
bowl_0016,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,93222b39-5d04-44f4-9beb-4e0805fefe9a,bowl_0016,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,tiago,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,4.810882,3.93403,0.772643,map,0.0,0.0,0.0,0.0,,,,4.810882,3.93403,0.772643,0.0,0.0,-0.845883,0.533369,0.0,-0.0,-2.016437,,,,,,,,,,,,,,3.941469,3.885689,0.0985,0.0,0.0,0.137734,0.990469,0.0,-0.0,0.276347,,,,,,,,,Whisking,,,0,True,201.0,71.0,0.355,4.767411111194454,3.91463039297061,0.8092282680802345,0.5008054820487201,completed,20.9899,0,,True,2.0,0.71
bowl_0017,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,93222b39-5d04-44f4-9beb-4e0805fefe9a,bowl_0017,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,tiago,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,4.866322,3.431755,0.772643,map,0.0,0.0,0.0,0.0,,,,4.866322,3.431755,0.772643,0.0,0.0,0.999975,-0.007096,0.0,-0.0,-3.127401,,,,,,,,,,,,,,4.937814,2.500204,0.0985,0.0,0.0,0.802259,0.596976,0.0,-0.0,1.86214,,,,,,,,,Whisking,,,0,True,201.0,185.0,0.925,4.884124110205831,3.400239668426503,0.8022973900668621,0.4860464114727592,completed,26.7396,0,,True,2.0,1.85
bowl_0001,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8772acbc-c997-4096-8b43-a9972514c400,bowl_0001,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,2.91442,3.758155,0.996814,map,0.0,0.0,0.0,0.0,,,,2.91442,3.758155,0.996814,0.0,0.0,0.781124,0.624376,0.0,-0.0,1.792927,,,,,,,,,,,,,,3.73033,3.126242,0.1616,0.0,0.0,0.937906,-0.346891,0.0,-0.0,-2.433085,,,,,,,,,Whisking,,,0,True,201.0,22.0,0.11,2.876188256056716,3.7794943823362166,1.0333992680802346,1.1826911362725183,completed,6.3343,0,,True,2.0,0.22
bowl_0002,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8772acbc-c997-4096-8b43-a9972514c400,bowl_0002,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,2.912442,2.814842,0.996814,map,0.0,0.0,0.0,0.0,,,,2.912442,2.814842,0.996814,0.0,0.0,0.731527,0.681813,0.0,-0.0,1.641116,,,,,,,,,,,,,,3.80245,2.397765,0.1616,0.0,0.0,0.988015,-0.154355,0.0,-0.0,-2.831644,,,,,,,,,Whisking,,,0,True,201.0,45.0,0.225,2.902313034318132,2.8746833295616248,1.0472610241069795,1.1558393175790045,completed,9.1347,0,,True,2.0,0.45
bowl_0003,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8772acbc-c997-4096-8b43-a9972514c400,bowl_0003,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,2.743024,2.442402,0.996814,map,0.0,0.0,0.0,0.0,,,,2.743024,2.442402,0.996814,0.0,0.0,0.921337,-0.388765,0.0,-0.0,-2.343011,,,,,,,,,,,,,,3.82085,2.147317,0.1616,0.0,0.0,0.996129,-0.087906,0.0,-0.0,-2.965554,,,,,,,,,Whisking,,,0,True,201.0,79.0,0.395,2.679625994536397,2.451825523455455,1.0472610241069795,0.9796803239365952,completed,12.2871,0,,True,2.0,0.79
bowl_0004,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8772acbc-c997-4096-8b43-a9972514c400,bowl_0004,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,2.7523,1.879864,0.996814,map,0.0,0.0,0.0,0.0,,,,2.7523,1.879864,0.996814,0.0,0.0,0.436627,0.899643,0.0,-0.0,0.903692,,,,,,,,,,,,,,3.827986,1.741699,0.1616,0.0,0.0,0.999069,-0.043137,0.0,-0.0,-3.055291,,,,,,,,,Whisking,,,0,True,201.0,165.0,0.825,2.6996536778854456,1.8519640232177383,1.0472610241069795,1.0134430013537286,completed,16.8911,0,,True,2.0,1.65
bowl_0005,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8772acbc-c997-4096-8b43-a9972514c400,bowl_0005,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,2.750103,4.031462,0.996814,map,0.0,0.0,0.0,0.0,,,,2.750103,4.031462,0.996814,0.0,0.0,-0.309452,0.950915,0.0,-0.0,-0.629234,,,,,,,,,,,,,,3.88048,3.840556,0.1616,0.0,0.0,0.998379,-0.056923,0.0,-0.0,-3.027685,,,,,,,,,Whisking,,,0,True,201.0,119.0,0.595,2.705313319602056,4.013740749005792,1.0333992680802346,1.0006725534594123,completed,24.0279,0,,True,2.0,1.19
bowl_0006,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8772acbc-c997-4096-8b43-a9972514c400,bowl_0006,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,2.587137,3.676467,0.996814,map,0.0,0.0,0.0,0.0,,,,2.587137,3.676467,0.996814,0.0,0.0,-0.853437,0.521196,0.0,-0.0,-2.045089,,,,,,,,,,,,,,1.588296,3.836327,0.1616,0.0,0.0,0.541328,0.840812,0.0,-0.0,1.14403,,,,,,,,,Whisking,,,0,True,201.0,136.0,0.68,2.5859818616091577,3.7392630751332,1.0472610241069793,1.0874889888682762,completed,38.6465,0,,True,2.0,1.36
bowl_0007,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8772acbc-c997-4096-8b43-a9972514c400,bowl_0007,910001,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,2.753157,3.123321,0.996814,map,0.0,0.0,0.0,0.0,,,,2.753157,3.123321,0.996814,0.0,0.0,0.994921,-0.100663,0.0,-0.0,-2.939925,,,,,,,,,,,,,,3.74824,2.868963,0.1616,0.0,0.0,0.987854,-0.155386,0.0,-0.0,-2.829557,,,,,,,,,Whisking,,,0,True,201.0,99.0,0.495,2.7420117586760893,3.1706433215319945,1.0333992680802346,1.0470837250508909,completed,22.6476,0,,True,2.0,0.99
